time,value,raw_value
2025-06-19 10:05:05.103 UTC,Brake pedal released,0
2025-06-19 10:05:05.202 UTC,Brake pedal released,0
2025-06-19 10:05:05.303 UTC,Brake pedal released,0
2025-06-19 10:05:05.402 UTC,Brake pedal released,0
2025-06-19 10:05:05.503 UTC,Brake pedal released,0
2025-06-19 10:05:05.603 UTC,Brake pedal released,0
2025-06-19 10:05:05.702 UTC,Brake pedal released,0
2025-06-19 10:05:05.803 UTC,Brake pedal released,0
2025-06-19 10:05:05.903 UTC,Brake pedal released,0
2025-06-19 10:05:06.002 UTC,Brake pedal released,0
2025-06-19 10:05:06.103 UTC,Brake pedal released,0
2025-06-19 10:05:06.203 UTC,Brake pedal released,0
2025-06-19 10:05:06.304 UTC,Brake pedal released,0
2025-06-19 10:05:06.404 UTC,Brake pedal released,0
2025-06-19 10:05:06.502 UTC,Brake pedal released,0
2025-06-19 10:05:06.603 UTC,Brake pedal released,0
2025-06-19 10:05:06.703 UTC,Brake pedal released,0
2025-06-19 10:05:06.802 UTC,Brake pedal released,0
2025-06-19 10:05:06.902 UTC,Brake pedal released,0
2025-06-19 10:05:07.002 UTC,Brake pedal released,0
2025-06-19 10:05:07.103 UTC,Brake pedal released,0
2025-06-19 10:05:07.202 UTC,Brake pedal released,0
2025-06-19 10:05:07.303 UTC,Brake pedal released,0
2025-06-19 10:05:07.402 UTC,Brake pedal released,0
2025-06-19 10:05:07.502 UTC,Brake pedal released,0
2025-06-19 10:05:07.602 UTC,Brake pedal released,0
2025-06-19 10:05:07.703 UTC,Brake pedal released,0
2025-06-19 10:05:07.803 UTC,Brake pedal released,0
2025-06-19 10:05:07.902 UTC,Brake pedal released,0
2025-06-19 10:05:08.002 UTC,Brake pedal released,0
2025-06-19 10:05:08.103 UTC,Brake pedal released,0
2025-06-19 10:05:08.202 UTC,Brake pedal released,0
2025-06-19 10:05:08.303 UTC,Brake pedal released,0
2025-06-19 10:05:08.403 UTC,Brake pedal released,0
2025-06-19 10:05:08.503 UTC,Brake pedal released,0
2025-06-19 10:05:08.603 UTC,Brake pedal released,0
2025-06-19 10:05:08.703 UTC,Brake pedal released,0
2025-06-19 10:05:08.803 UTC,Brake pedal released,0
2025-06-19 10:05:08.903 UTC,Brake pedal released,0
2025-06-19 10:05:09.003 UTC,Brake pedal released,0
2025-06-19 10:05:09.103 UTC,Brake pedal released,0
2025-06-19 10:05:09.203 UTC,Brake pedal released,0
2025-06-19 10:05:09.302 UTC,Brake pedal released,0
2025-06-19 10:05:09.403 UTC,Brake pedal released,0
2025-06-19 10:05:09.503 UTC,Brake pedal released,0
2025-06-19 10:05:09.603 UTC,Brake pedal released,0
2025-06-19 10:05:09.703 UTC,Brake pedal released,0
2025-06-19 10:05:09.803 UTC,Brake pedal released,0
2025-06-19 10:05:09.903 UTC,Brake pedal released,0
2025-06-19 10:05:10.003 UTC,Brake pedal released,0
2025-06-19 10:05:10.103 UTC,Brake pedal released,0
2025-06-19 10:05:10.203 UTC,Brake pedal released,0
2025-06-19 10:05:10.304 UTC,Brake pedal released,0
2025-06-19 10:05:10.403 UTC,Brake pedal released,0
2025-06-19 10:05:10.503 UTC,Brake pedal released,0
2025-06-19 10:05:10.603 UTC,Brake pedal released,0
2025-06-19 10:05:10.703 UTC,Brake pedal released,0
2025-06-19 10:05:10.803 UTC,Brake pedal released,0
2025-06-19 10:05:10.903 UTC,Brake pedal released,0
2025-06-19 10:05:11.003 UTC,Brake pedal released,0
2025-06-19 10:05:11.103 UTC,Brake pedal released,0
2025-06-19 10:05:11.203 UTC,Brake pedal released,0
2025-06-19 10:05:11.303 UTC,Brake pedal released,0
2025-06-19 10:05:11.403 UTC,Brake pedal released,0
2025-06-19 10:05:11.503 UTC,Brake pedal released,0
2025-06-19 10:05:11.604 UTC,Brake pedal released,0
2025-06-19 10:05:11.703 UTC,Brake pedal released,0
2025-06-19 10:05:11.803 UTC,Brake pedal released,0
2025-06-19 10:05:11.903 UTC,Brake pedal released,0
2025-06-19 10:05:12.003 UTC,Brake pedal released,0
