time,channel,WheelBasedVehicleSpeed
2025-06-19T10:04:30.703104+00:00;0;37.7890625
2025-06-19T10:04:30.803791+00:00;0;38.21875
2025-06-19T10:04:30.902694+00:00;0;38.60546875
2025-06-19T10:04:31.003095+00:00;0;38.98046875
2025-06-19T10:04:31.103864+00:00;0;39.35546875
2025-06-19T10:04:31.203143+00:00;0;39.75
2025-06-19T10:04:31.303151+00:00;0;40.03125
2025-06-19T10:04:31.403028+00:00;0;40.53515625
2025-06-19T10:04:31.503061+00:00;0;40.875
2025-06-19T10:04:31.603765+00:00;0;41.23046875
2025-06-19T10:04:31.702667+00:00;0;41.71875
2025-06-19T10:04:31.803060+00:00;0;42.01171875
2025-06-19T10:04:31.902666+00:00;0;42.36328125
2025-06-19T10:04:32.003027+00:00;0;42.70703125
2025-06-19T10:04:32.103190+00:00;0;43.06640625
2025-06-19T10:04:32.202616+00:00;0;43.359375
2025-06-19T10:04:32.303829+00:00;0;43.76171875
2025-06-19T10:04:32.403091+00:00;0;44.0625
2025-06-19T10:04:32.502624+00:00;0;44.33203125
2025-06-19T10:04:32.603148+00:00;0;44.70703125
2025-06-19T10:04:32.703189+00:00;0;44.82421875
2025-06-19T10:04:32.803180+00:00;0;45.09375
2025-06-19T10:04:32.903016+00:00;0;45.01171875
2025-06-19T10:04:33.002606+00:00;0;45.09375
2025-06-19T10:04:33.103196+00:00;0;44.93359375
2025-06-19T10:04:33.203097+00:00;0;44.8671875
2025-06-19T10:04:33.302638+00:00;0;44.87890625
2025-06-19T10:04:33.402581+00:00;0;44.7734375
2025-06-19T10:04:33.502646+00:00;0;45.0625
2025-06-19T10:04:33.602613+00:00;0;44.80078125
2025-06-19T10:04:33.702580+00:00;0;44.59765625
2025-06-19T10:04:33.802563+00:00;0;44.6640625
2025-06-19T10:04:33.902596+00:00;0;44.4375
2025-06-19T10:04:34.002595+00:00;0;44.14453125
2025-06-19T10:04:34.103119+00:00;0;44.6015625
2025-06-19T10:04:34.202538+00:00;0;44.56640625
2025-06-19T10:04:34.302586+00:00;0;44.53515625
2025-06-19T10:04:34.402562+00:00;0;44.3984375
2025-06-19T10:04:34.502594+00:00;0;44.01171875
2025-06-19T10:04:34.602578+00:00;0;43.484375
2025-06-19T10:04:34.702594+00:00;0;43.2265625
2025-06-19T10:04:34.802561+00:00;0;43.41015625
2025-06-19T10:04:34.902552+00:00;0;43.68359375
2025-06-19T10:04:35.002536+00:00;0;43.85546875
2025-06-19T10:04:35.103232+00:00;0;44.015625
2025-06-19T10:04:35.202601+00:00;0;43.9453125
2025-06-19T10:04:35.302994+00:00;0;43.83984375
2025-06-19T10:04:35.402535+00:00;0;43.85546875
2025-06-19T10:04:35.502567+00:00;0;43.90234375
2025-06-19T10:04:35.602534+00:00;0;44.26171875
2025-06-19T10:04:35.702501+00:00;0;44.390625
2025-06-19T10:04:35.802493+00:00;0;44.65625
2025-06-19T10:04:35.902517+00:00;0;44.98828125
2025-06-19T10:04:36.002517+00:00;0;45.1015625
2025-06-19T10:04:36.103024+00:00;0;45.39453125
2025-06-19T10:04:36.202459+00:00;0;45.69921875
2025-06-19T10:04:36.302917+00:00;0;45.84765625
2025-06-19T10:04:36.402491+00:00;0;46.12890625
2025-06-19T10:04:36.502466+00:00;0;46.30078125
2025-06-19T10:04:36.602474+00:00;0;46.68359375
2025-06-19T10:04:36.702498+00:00;0;46.87109375
2025-06-19T10:04:36.802506+00:00;0;47.0703125
2025-06-19T10:04:36.902457+00:00;0;47.31640625
2025-06-19T10:04:37.002440+00:00;0;47.40234375
2025-06-19T10:04:37.102997+00:00;0;47.5703125
2025-06-19T10:04:37.202473+00:00;0;47.7109375
2025-06-19T10:04:37.302497+00:00;0;47.96484375
